name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
176,Hot Fudge Pudding Cake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/30/picYrK8Be.jpg",PT30M,PT10M,PT40M,"""all-purpose flour"", ""light brown sugar"", ""baking powder"", ""salt"", ""nonfat milk"", ""vanilla"", ""sugar"", ""boiling water""",250.1,5.5,49.1,3.9,6,"Combine flour, brown sugar, 3 tablespoons cocoa, baking powder and salt in a medium bowl."", ""Add milk, oil and vanilla and mix well."", ""Spoon batter into greased 8 or 9 inch square baking pan."", ""Mix remaining cocoa and granulated sugar."", ""Sprinkle over cake batter."", ""Pour boiling water over batter."", ""Bake at 350 degrees for about 30 minutes, until cake springs back when touched."", ""Let cool on wire rack 5-10 minues."", ""Serve warm.",0,0,1
177,Popeye's favorite,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/49/picTBHcef.jpg",PT8M,PT10M,PT18M,"""spinach"", ""onion"", ""pine nuts""",146.7,11.8,8.8,4.7,4,"Wash your spinach well and clip off course stems."", ""Leave some moisture on the leaves."", ""Lightly spray your wok (frypan) with oil."", ""Saute onions until golden Medium heat."", ""Add pine nuts for 2 min."", ""Just before serving add spinach, mix well with the onions& nuts cover for about 2 min."", ""The Spinach should be just wilted and warm."", ""Serve immediately.",0,1,0
178,Vegetarian White Bean Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/71/pic0xodtL.jpg",PT2H,PT20M,PT2H20M,"""navy beans"", ""olive oil"", ""onion"", ""garlic cloves"", ""potatoes"", ""carrots"", ""celery"", ""cabbage"", ""fresh parsley"", ""vegetable bouillon granules"", ""bay leaf"", ""water""",189.4,4.9,32.3,5.5,6,"Soak beans for 20 minutes in enough lukewarm water to cover."", ""Heat oil in Dutch oven over medium heat until hot."", ""Add onion and garlic, cook and stir until tender."", ""Drain the beans and add them along with the potatoes, carrots, celery, cabbage, parsley, bouillon, bay leaf and 6 cups water to Dutch oven."", ""Mix well."", ""Bring to a boil."", ""Reduce heat; simmer 1-1 1/4 hours  or until beans are tender; adding additional water if necessary.",0,0,0
179,Meat Pie with Phyllo Dough,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/10/y1M2Vd6TRiewz07JHFmh_Greek%20Meat%20Pie%20with%20Phyllo%20pan.jpg",PT15M,PT15M,PT30M,"""lean ground beef"", ""phyllo dough"", ""tomato paste"", ""olive oil-flavored Pam"", ""olive oil"", ""onion"", ""garlic"", ""feta cheese"", ""cinnamon"", ""allspice""",396.3,22.6,23.6,24.1,6,"""In a pan, heat the garlic with half of the olive oil."", ""Add in the ground meat and small onion."", ""When the meat is almost cooked through add in the tomato paste."", ""Add in the salt, pepper, cinnamon and all spice to your taste."", ""When cooked completely through, remove from heat and set aside in a bowl."", ""Preheat the oven to 375F degrees."", ""In a large lasagna size glass pan, spray the bottom of the pan with Pam."", ""Add one sheet of the Phyllo dough."", ""Spray that sheet and add another layer the same way until you have 5 sheets sprayed down with the Pam and layered on top of each other."", 
""You can let it go over the sides if the pan is too small for the sheet."", ""Once you have the 5 sheets, add the meat to the sheets and spread evenly."", ""Add the feta cheese evenly on top of the meat mixture."", ""Make sure it is crumbled small."", ""You do not want large chunks in one spot."", ""Once you are through with that, start to add the remaining sheets the same way you did to begin with, remembering to spray each sheet as you layer."", ""On the top layer, I sprayed with the Pam and also put the remaining olive oil on it spread evenly."", 
""You do not have to do this, I just like the extra taste."", ""I also folded over the overlay to make it seal somewhat."", ""Cook for about 15-17 minutes or until it is lightly golden on the top."")",0,0,1
180,Ghos Pilaau,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/39/picVLfTLh.jpg",PT1H,PT25M,PT1H25M,"""rice"", ""chicken"", ""ghee"", ""channa dal"", ""jeera powder"", ""green chilies"", ""salt"", ""cloves"", ""cardamoms""",331.3,9.4,47.4,13.1,8,"""Cook meat with salt, pepper, spices and green chillies till tender (using only sufficient water)."", ""Boil chana dal in salted water till done."", ""Drain."", ""Boil rice."", ""In a heavy bottomed vessel, fry a little sliced onion with jeera powder in ghee."", ""Be sure to save a little onion for decoration on top."", ""Add rice to the browned onion with the cooked meat and dhal and gently toss together to ensure even distribution."", ""Pour another tablespoon of ghee over the top with the remaining onions."", 
""Sprinkle a few tablespoons of water."", ""Steam till done."")",0,0,0
181,Phoney Abalone,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/63/picxcy3kD.jpg",PT48H,PT15M,PT48H15M,"""boneless skinless chicken breast halves"", ""garlic"", ""eggs"", ""butter"", ""lite olive oil"", ""lemon wedge""",502.0,20.0,41.7,36.8,4,"If the breasts are thick slice them in half lengthwise and then place between sheets of waxed paper and pound them thin."", ""Place the pounded breasts in a closed container and pour in the clam nector and garlic."", ""Cover and refrigerate for 36-48 hrs making sure that all of the chicken is covered in the nector."", ""If not, then turn the chicken 3 or four times during marinating."", ""Drain well just before cooking, dip in slightly beaten eggs and bread crumbs and lightly fry in the butter/oil.",0,0,1
182,Orzo Salad With Corn and Cucumber-Feta Dressing,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/78/picGDmQrW.jpg",PT10M,PT15M,PT25M,"""feta cheese"", ""cucumbers"", ""olive oil"", ""water"", ""orzo pasta"", ""corn"", ""black olives"", ""green onion"", ""flat leaf parsley""",642.0,25.4,88.1,20.5,6,"Put 3/4 of the feta, 1/2 of the cucumbers, the oil and water into a food processor and blend until smooth."", ""Season with salt and pepper as needed."", ""Cook the orzo as directed."", ""Drain the pasta and place in a large bowl with corn, olives, onions and parsley."", ""Mix in dressing."", ""Sprinkle with remaining feta.",0,0,1
183,Chiles Rellenos Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/84/pic1X1LO1.jpg",PT1H,PT20M,PT1H20M,"""ground chicken"", ""onion"", ""cumin"", ""oregano"", ""garlic powder"", ""salt"", ""pepper"", ""whole green chilies"", ""colby-monterey jack cheese"", ""corn"", ""flour"", ""salt"", ""skim milk"", ""eggs""",314.5,11.5,30.7,23.5,6,"""Cook the chicken and onion in a non-stick pan over medium high heat until brown."", ""Combine chicken mixture with cumin, oregano, garlic powder, salt, pepper, and beans in a bowl."", ""Cut chilis in half, and arrange a layer on the bottom of a 9x12 baking dish."", ""Layer 1/2 of the cheese and 1/2 corn on top, leaving a small border."", ""Spread chicken mixture on top of cheese, also leaving a border, and repeat the layers."", ""Mix the flour and salt in a bowl."", ""Add milk and hot sauce."", ""Stir in eggs and whites."", 
""Pour this mixture over the top of the casserole."", ""Bake at 350 degrees for 1 hour or until set."", ""Let cool for 5 minutes before cutting and serving."")",0,0,1
184,SU-NO-MO-NO SALAD,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/94/picXLsgpo.jpg",PT4M,PT15M,PT19M,"""white sugar"", ""vinegar"", ""soy sauce"", ""salt"", ""harusame noodles"", ""English cucumber"", ""carrot"", ""egg"", ""ham"", ""ginger"", ""Dijon mustard""",83.9,1.2,14.9,2.8,4,"""Put sugar, vinegars, soy sauce and salt in a saucepan and bring to a boil."", ""Do not stir until it boils."", ""If you choose to use some ginger or the mustard add it now."", ""Cool the dressing (You can make the dressing ahead of time but it is important that you keep it in a closed container so it does not go flat) Boil the Harusame for 3-4 minutes."", ""(Have the water boiling before adding the Harusame) The Harusame is cooked when there are no white streaks when you pick it up with chopsticks."", 
""Do not overcook and cook it just before you wish to serve the salad allowing time to cool."", ""Cool the Harusame in cold water."", ""Slice the cucumber thinly Grate the carrot Mix Harusame, carrot and cucumber with the dressing Decorate with chopped egg and the ham if you wish to do so."")",0,0,0
185,Waikiki Chicken with Pineapple,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/96/pic1yWctY.jpg",PT2H,PT20M,PT2H20M,"""chicken"", ""salt"", ""pineapple ring"", ""flour"", ""peri-peri""",193.5,11.5,7.6,14.6,6,"""Wash and drain chicken pieces well."", ""Mix flour with spices."", ""Sprinkle it all over the chicken pieces."", ""Grease a casserole and arrange portions in it."", ""Pour syrup from pineapple tin all over the chicken pieces."", ""Bake in a 350 degrees oven till chicken is nicely browned."", ""If needed, dot with a little butter."", ""Jus before serving, add pineapple rings."", ""Spoon liquid of the pineapple over chicken twice or thrice during baking time (1 1/2 hours) If needed, turn chicken pieces over so that the chicken is a gold colour on all sides."", 
""Serve hot."")",0,0,0
186,Mango Coconut Cucumber Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/09/picBf92ZK.jpg",PT20M,PT15M,PT35M,"""cucumber"", ""fresh chili pepper"", ""fresh lemon juice"", ""fresh lime juice"", ""brown sugar"", ""unsweetened dried shredded coconut"", ""mango"", ""red bell pepper""",111.7,1.4,25.9,1.9,3,"In a large bowl, combine the cucumber, chile, lemon and lime juice, brown sugar, coconut, mango, and bell pepper."", ""Toss well."", ""Cover and chill for 20 minutes and serve cold."", ""Just before serving, top with cilantro or spearmint.",0,1,0
187,Bourbon Steak,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/25/pic3ItG3j.jpg",PT4H,PT0S,PT4H,"""Bourbon"", ""sugar"", ""soya sauce"", ""water"", ""garlic""",708.7,19.9,3.6,102.1,2,"Mix all the ingredients in a large bowl."", ""Place steaks in the bowl covered in plastic wrap."", ""Marinate the steaks for over 4 hours or overnight."", ""The next morning or after 4 hrs, whichever, oil the grill."", ""This is done to prevent sticking."", ""Make sure the coals are hot."", ""Grill on BBQ to desired doneness.",0,0,0
188,"Brussels sprouts, with butter sauce, Americano","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/28/C86ulkITRVa2BriAaVRR_20170620_204345-01.jpg",PT22M,PT10M,PT32M,"""Brussels sprouts"", ""sweet butter"", ""garlic"", ""parmesan cheese"", ""paprika"", ""bay leaf"", ""cayenne pepper"", ""black pepper"", ""oregano""",195.5,18.0,8.2,3.1,4,"""Blanch the Brussels sprouts in boiling water, with some salt, and a bit of fresh garlic, for 2 minutes."", ""Remove, and steam them for 10 minutes."", ""If you don't have a steamer, boil them for 7-10 minutes ."", ""Meantime, in a saucepan, on simmer, melt the butter, with garlic, parmesan cheese, paprika, bayleaf, cayenne pepper, black pepper, onion, and oregano. If you wish, melt and clarify the butter, before adding the other ingredients."", ""Stir, occasionally."", ""Remove, and drain the brussel sprouts."", 
""Place in a bowl, or a service plate, and add the butter sauce, and toss."", ""Season with salt, and pepper, and sprinkle with parmesan cheese."", ""Serve."", ""Deadly."", ""Enjoy."")",0,0,1
189,Greek Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/49/pic1rZHOd.jpg",PT30M,PT10M,PT40M,"""boneless skinless chicken breasts"", ""olive oil"", ""tomatoes"", ""frozen spinach"", ""mushroom"", ""onion"", ""garlic"", ""dry red wine"", ""oregano"", ""black olives"", ""green olives"", ""feta cheese""",213.0,3.7,10.1,32.2,6,"Lightly salt and pepper chicken and fry in oil-slice each breast into 4 or 5 thick slices."", ""You want it only half way cooked."", ""Add tomatoes with juice-spinach and mushrooms."", ""Simmer for 5 minutes."", ""Add onions, garlic and oregano and simmer for 3 minutes."", ""Check to see if chicken is cooked through."", ""If done add wine and olives and heat through."", ""Add half of the feta and remove from heat-toss."", ""Offer remaining feta at the table.",0,0,1
190,Red Onion Confit,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/94/picjpTljQ.jpg",PT1H,PT10M,PT1H10M,"""butter"", ""caster sugar"", ""red onions"", ""garlic cloves"", ""salt"", ""fresh ground black pepper""",211.4,10.2,30.2,1.4,4,"Melt the butter in a medium heavy-based saucepan."", ""Add sugar."", ""Stir over low heat until dissolved."", ""Add onions and cook."", ""Cover and continue to cook on low heat for 30 minutes."", ""Add garlic and balsamic vinegar."", ""Season and cook uncovered on low heat for another 30 minutes."", ""Stir every few minutes."", ""Once cooked, transfer to a bowl."", ""Cool slightly before serving.",0,0,1
191,Carrot Halwa,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/09/9309.jpg",PT15M,PT10M,PT25M,"""carrot"", ""milk"", ""sugar"", ""cardamom powder"", ""saffron"", ""ghee""",170.2,4.0,31.6,3.4,18,"Peel and grate carrots."", ""Put milk and carrots in a heavy saucepan."", ""Boil till thick, stirring occasionally."", ""Once it starts thickening, stir continuously."", ""Add sugar and cook further till thickens."", ""Add ghee, elaichi, saffron and colour."", ""Stir on low heat till the mixture collects in a soft ball or the ghee oozes out."", ""Serve hot, decorated with a chopped almond or pista.",0,0,1
192,Rhubarb Kuchen,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/28/BvVeMsvT9DeyARBJ1PnQ_IMG_7517.JPG",PT58M,PT30M,PT1H28M,"""butter"", ""sugar"", ""plain yogurt"", ""all-purpose flour"", ""baking soda"", ""salt"", ""rhubarb""",354.1,16.9,47.8,5.1,12,"""Cream butter with 3/4 cup of the sugar."", ""Beat in yogurt, egg yolk and orange rind."", ""Combine flour, baking soda, salt and 1/2 cup of the almonds."", ""Gradually stir into butter mixture until mixed."", ""Using wet spatula or hands, spread dough evenly onto bottom and 3/4 inch up side of greased 10-inch springform pan."", ""Toss rhubarb with remaining sugar and orange juice."", ""Arrange evenly over the dough."", ""Sprinkle remaining almonds around the edge."", ""Bake in 350 F or (180 C) oven for 45-50 minutes  or until pastry edge is golden brown and rhubarb is tender."", 
""Let cool on rack."", ""Remove side of pan."", ""To make Glaze: In small saucepan, bring strawberry jelly and 3 tbsp of water to a boil while whisking constantly."", ""Reduce heat and boil gently whisking often for approx."", ""3 minutes or until thickened."", ""Brush over rhubarb and sides of cake."", ""Let stand to cool for 5 minutes."")",0,0,1
193,Low-Fat Spanish Rice,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/69/picLiSroi.jpg",PT25M,PT25M,PT50M,"""onion"", ""green bell pepper"", ""chili powder"", ""ground cumin"", ""pepper"", ""salt"", ""whole tomatoes"", ""tomato juice""",186.4,0.8,41.0,5.2,3,"Coat a large nonstick skillet with cooking spray; place over medium-high heat until hot."", ""Add rice, onion, and bell pepper; saute 5 minutes."", ""Add remaining ingredients; simmer, uncovered, 5 minutes or until liquid is absorbed."", ""If using regular rice cook rice first."", ""Add rice to sauteed ingredients."", ""Add remaining ingredients and cook until heated through.",0,0,0
